ASVid2_2;ASVid2_1;study1;study2;similarity;ASVid2_1_dataset;ASVid2_1_nreads;ASVid2_1_nsamples;ASVid2_1_sequence.length;ASVid2_1_bestgroup;ASVid2_1_sistergroup;ASVid2_2_dataset;ASVid2_2_nreads;ASVid2_2_nsamples;ASVid2_2_sequence.length;ASVid2_2_bestgroup;ASVid2_2_sistergroup
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481726
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481727
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta triophthalma|MK896829
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481724
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896833
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751516
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751532
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751526
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751522
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751518
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grimpei|MK896818
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896827
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751529
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta sp. YW-2019|MK644612
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481723
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896826
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grimpei|MK896819
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751514
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751520
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751517
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896816
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481725
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896825
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896832
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896835
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751519
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751530
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|KF561106
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896824
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta hutchingsi|MK896837
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta cf. tremula/oblonga CQT-2013|KF561107
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751524
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751528
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751533
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896834
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481726
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481727
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta triophthalma|MK896829
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481724
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896833
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751516
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751532
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751526
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751522
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751518
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grimpei|MK896818
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896827
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751529
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta sp. YW-2019|MK644612
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481723
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896826
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grimpei|MK896819
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751514
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751520
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896817
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751517
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta grandis|MK896816
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481725
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896825
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896832
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896835
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751519
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751530
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|KF561106
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta stylata|MK896824
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta hutchingsi|MK896837
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta cf. tremula/oblonga CQT-2013|KF561107
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751524
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751528
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751533
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896834
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481726
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481727
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta triophthalma|MK896829
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta oblonga|MH481724
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta vorax|MK896833
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751516
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751532
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremuloida|KY751526
Ref7_ASV_1908;Ref10_ASV_0632;Ref10;Ref7;1;Data18S_Polinski2019_v2;50;3;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta tremula|KY751521;Data18S_JondeliusAtherton2020;33;1;369;Rotifera;Rotifera|Ploima|Synchaetidae|Synchaeta pectinata|MK896822
